# sigma_xx, sigma_yy, sigma_zz, sigma_xy, sigma_yz, sigma_xz, epsilon_xx, epsilon_yy, epsilon_zz, epsilon_xy, epsilon_yz, epsilon_xz, vonMises, epsPlastic, hardening, epsilonP_xx, epsilonP_yy, epsilonP_zz, epsilonP_xy, epsilonP_yz, epsilonP_xz, yieldValue, iteration
-64064900.06620,-52804708.01538,-35060882.42448,16470835.35473,   0.00000,   0.00000,  -0.07541,  -0.04613,   0.00000,   0.08565,   0.00000,   0.00000,38148386.69379,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-17279640.47151,   0.00000
-64155131.17490,-52885184.40963,-35112094.67536,16534240.99867,   0.00000,   0.00000,  -0.07551,  -0.04621,   0.00000,   0.08598,   0.00000,   0.00000,38253621.66071,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-17174405.50460,   0.00000
-64242923.60498,-52959970.55377,-35160868.24762,16596020.85688,   0.00000,   0.00000,  -0.07561,  -0.04628,   0.00000,   0.08630,   0.00000,   0.00000,38356527.90569,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-17071499.25961,   0.00000
-64338844.96377,-53042885.62662,-35214519.17712,16657800.71509,   0.00000,   0.00000,  -0.07572,  -0.04635,   0.00000,   0.08662,   0.00000,   0.00000,38461471.94344,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16966555.22186,   0.00000
-64429076.07247,-53123362.02086,-35265731.42800,16719580.57329,   0.00000,   0.00000,  -0.07582,  -0.04643,   0.00000,   0.08694,   0.00000,   0.00000,38564757.60808,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16863269.55722,   0.00000
-64521745.85977,-53209528.66520,-35319382.35749,16781360.43150,   0.00000,   0.00000,  -0.07593,  -0.04651,   0.00000,   0.08726,   0.00000,   0.00000,38668371.92383,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16759655.24148,   0.00000
-64611976.96847,-53290005.05945,-35370594.60837,16841514.50396,   0.00000,   0.00000,  -0.07603,  -0.04659,   0.00000,   0.08758,   0.00000,   0.00000,38769642.93023,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16658384.23508,   0.00000
-64704646.75578,-53376171.70378,-35424245.53787,16900042.79068,   0.00000,   0.00000,  -0.07613,  -0.04668,   0.00000,   0.08788,   0.00000,   0.00000,38869117.39101,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16558909.77429,   0.00000
-64803006.79318,-53464777.02674,-35480335.14598,16960196.86314,   0.00000,   0.00000,  -0.07624,  -0.04676,   0.00000,   0.08819,   0.00000,   0.00000,38972454.00503,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16455573.16027,   0.00000
-64895676.58049,-53550943.67108,-35533986.07547,17017099.36412,   0.00000,   0.00000,  -0.07634,  -0.04684,   0.00000,   0.08849,   0.00000,   0.00000,39069890.06710,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16358137.09820,   0.00000
-64988346.36780,-53637110.31542,-35587637.00496,17075627.65084,   0.00000,   0.00000,  -0.07644,  -0.04693,   0.00000,   0.08879,   0.00000,   0.00000,39169491.41718,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16258535.74813,   0.00000
-65089145.08382,-53731405.88847,-35646165.29169,17132530.15182,   0.00000,   0.00000,  -0.07655,  -0.04702,   0.00000,   0.08909,   0.00000,   0.00000,39268974.79265,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16159052.37266,   0.00000
-65181814.87113,-53817572.53281,-35699816.22118,17189432.65280,   0.00000,   0.00000,  -0.07665,  -0.04711,   0.00000,   0.08939,   0.00000,   0.00000,39366527.09878,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-16061500.06652,   0.00000
-65282613.58715,-53911868.10586,-35758344.50790,17244709.36804,   0.00000,   0.00000,  -0.07676,  -0.04720,   0.00000,   0.08967,   0.00000,   0.00000,39463950.28133,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15964076.88398,   0.00000
-65380160.73168,-54009415.25039,-35816872.79462,17299986.08327,   0.00000,   0.00000,  -0.07686,  -0.04730,   0.00000,   0.08996,   0.00000,   0.00000,39560002.26456,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15868024.90075,   0.00000
-65480959.44770,-54103710.82344,-35875401.08134,17353637.01277,   0.00000,   0.00000,  -0.07697,  -0.04739,   0.00000,   0.09024,   0.00000,   0.00000,39655355.58989,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15772671.57541,   0.00000
-65584196.84233,-54203696.64659,-35936368.04668,17407287.94226,   0.00000,   0.00000,  -0.07708,  -0.04750,   0.00000,   0.09052,   0.00000,   0.00000,39751018.05117,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15677009.11414,   0.00000
-65681743.98687,-54301243.79112,-35994896.33340,17460938.87176,   0.00000,   0.00000,  -0.07719,  -0.04760,   0.00000,   0.09080,   0.00000,   0.00000,39845033.46245,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15582993.70285,   0.00000
-65784981.38150,-54401229.61427,-36055863.29873,17512964.01551,   0.00000,   0.00000,  -0.07730,  -0.04770,   0.00000,   0.09107,   0.00000,   0.00000,39938616.54577,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15489410.61954,   0.00000
-65888218.77613,-54501215.43742,-36116830.26407,17563363.37352,   0.00000,   0.00000,  -0.07741,  -0.04780,   0.00000,   0.09133,   0.00000,   0.00000,40030085.15552,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15397942.00979,   0.00000
-65993894.84938,-54606891.51067,-36180235.90801,17615388.51727,   0.00000,   0.00000,  -0.07752,  -0.04791,   0.00000,   0.09160,   0.00000,   0.00000,40124002.89660,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15304024.26870,   0.00000
-66093880.67253,-54710128.90530,-36241202.87335,17664162.08954,   0.00000,   0.00000,  -0.07762,  -0.04802,   0.00000,   0.09185,   0.00000,   0.00000,40211995.34222,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15216031.82308,   0.00000
-66199556.74578,-54815804.97855,-36304608.51730,17714561.44755,   0.00000,   0.00000,  -0.07773,  -0.04813,   0.00000,   0.09212,   0.00000,   0.00000,40303822.72181,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15124204.44350,   0.00000
-66305232.81902,-54921481.05179,-36368014.16124,17763335.01982,   0.00000,   0.00000,  -0.07784,  -0.04824,   0.00000,   0.09237,   0.00000,   0.00000,40393529.33997,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-15034497.82534,   0.00000
-66413347.57088,-55032847.37514,-36433858.48381,17810482.80634,   0.00000,   0.00000,  -0.07795,  -0.04836,   0.00000,   0.09261,   0.00000,   0.00000,40481401.44052,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14946625.72479,   0.00000
-66527152.57284,-55146652.37709,-36502141.48498,17857630.59287,   0.00000,   0.00000,  -0.07807,  -0.04848,   0.00000,   0.09286,   0.00000,   0.00000,40570954.41498,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14857072.75032,   0.00000
-66635267.32470,-55258018.70044,-36567985.80754,17903152.59365,   0.00000,   0.00000,  -0.07817,  -0.04859,   0.00000,   0.09310,   0.00000,   0.00000,40656720.04956,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14771307.11575,   0.00000
-66743382.07656,-55369385.02378,-36633830.13010,17948674.59443,   0.00000,   0.00000,  -0.07828,  -0.04871,   0.00000,   0.09333,   0.00000,   0.00000,40742505.21708,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14685521.94823,   0.00000
-66853935.50703,-55486441.59722,-36702113.13128,17992570.80947,   0.00000,   0.00000,  -0.07839,  -0.04884,   0.00000,   0.09356,   0.00000,   0.00000,40826455.46878,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14601571.69653,   0.00000
-66964488.93750,-55603498.17067,-36770396.13245,18036467.02451,   0.00000,   0.00000,  -0.07850,  -0.04897,   0.00000,   0.09379,   0.00000,   0.00000,40910426.17881,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14517600.98649,   0.00000
-67080732.61807,-55722993.42272,-36841117.81224,18080363.23955,   0.00000,   0.00000,  -0.07862,  -0.04909,   0.00000,   0.09402,   0.00000,   0.00000,40996066.75676,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14431960.40854,   0.00000
-67191286.04855,-55840049.99616,-36909400.81341,18122633.66885,   0.00000,   0.00000,  -0.07873,  -0.04922,   0.00000,   0.09424,   0.00000,   0.00000,41077924.23166,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14350102.93365,   0.00000
-67309968.40773,-55965235.49832,-36982561.17181,18163278.31241,   0.00000,   0.00000,  -0.07885,  -0.04935,   0.00000,   0.09445,   0.00000,   0.00000,41159595.43867,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14268431.72664,   0.00000
-67422960.51682,-56087982.32186,-37053282.85160,18203922.95596,   0.00000,   0.00000,  -0.07896,  -0.04949,   0.00000,   0.09466,   0.00000,   0.00000,41239639.31712,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14188387.84819,   0.00000
-67541642.87600,-56213167.82401,-37126443.21000,18242941.81378,   0.00000,   0.00000,  -0.07908,  -0.04963,   0.00000,   0.09486,   0.00000,   0.00000,41319192.45546,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14108834.70985,   0.00000
-67662763.91380,-56344043.57626,-37202042.24702,18281960.67159,   0.00000,   0.00000,  -0.07920,  -0.04977,   0.00000,   0.09507,   0.00000,   0.00000,41399068.37971,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-14028958.78560,   0.00000
-67775756.02289,-56466790.39980,-37272763.92681,18319353.74366,   0.00000,   0.00000,  -0.07931,  -0.04990,   0.00000,   0.09526,   0.00000,   0.00000,41474861.13320,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13953166.03210,   0.00000
-67896877.06068,-56597666.15205,-37348362.96382,18356746.81574,   0.00000,   0.00000,  -0.07943,  -0.05005,   0.00000,   0.09546,   0.00000,   0.00000,41552620.10908,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13875407.05623,   0.00000
-68020436.77709,-56734232.15440,-37426400.67945,18392514.10207,   0.00000,   0.00000,  -0.07954,  -0.05020,   0.00000,   0.09564,   0.00000,   0.00000,41628555.49838,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13799471.66693,   0.00000
-68141557.81489,-56865107.90665,-37501999.71646,18428281.38840,   0.00000,   0.00000,  -0.07966,  -0.05034,   0.00000,   0.09583,   0.00000,   0.00000,41704197.21901,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13723829.94630,   0.00000
-68265117.53130,-57001673.90900,-37580037.43209,18462422.88898,   0.00000,   0.00000,  -0.07978,  -0.05050,   0.00000,   0.09600,   0.00000,   0.00000,41778018.26295,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13650008.90236,   0.00000
-68388677.24771,-57138239.91135,-37658075.14772,18494938.60383,   0.00000,   0.00000,  -0.07990,  -0.05065,   0.00000,   0.09617,   0.00000,   0.00000,41849704.82968,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13578322.33563,   0.00000
-68514675.64274,-57280496.16380,-37738551.54196,18527454.31867,   0.00000,   0.00000,  -0.08002,  -0.05081,   0.00000,   0.09634,   0.00000,   0.00000,41921734.12454,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13506293.04077,   0.00000
-68638235.35915,-57417062.16614,-37816589.25759,18558344.24777,   0.00000,   0.00000,  -0.08014,  -0.05096,   0.00000,   0.09650,   0.00000,   0.00000,41991308.51611,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13436718.64920,   0.00000
-68764233.75417,-57559318.41859,-37897065.65183,18589234.17688,   0.00000,   0.00000,  -0.08025,  -0.05112,   0.00000,   0.09666,   0.00000,   0.00000,42061230.02182,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13366797.14349,   0.00000
-68898361.07791,-57709703.59975,-37982419.40330,18618498.32024,   0.00000,   0.00000,  -0.08038,  -0.05129,   0.00000,   0.09682,   0.00000,   0.00000,42130975.10006,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13297052.06525,   0.00000
-69024359.47293,-57851959.85220,-38062895.79754,18647762.46360,   0.00000,   0.00000,  -0.08050,  -0.05145,   0.00000,   0.09697,   0.00000,   0.00000,42198791.87702,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13229235.28828,   0.00000
-69158486.79667,-58002345.03335,-38148249.54901,18675400.82122,   0.00000,   0.00000,  -0.08063,  -0.05162,   0.00000,   0.09711,   0.00000,   0.00000,42266434.64795,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13161592.51735,   0.00000
-69286923.87031,-58150291.53590,-38231164.62186,18703039.17884,   0.00000,   0.00000,  -0.08074,  -0.05179,   0.00000,   0.09726,   0.00000,   0.00000,42332484.13699,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13095543.02832,   0.00000
-69423489.87266,-58306366.96716,-38318957.05194,18727425.96497,   0.00000,   0.00000,  -0.08087,  -0.05197,   0.00000,   0.09738,   0.00000,   0.00000,42396213.50103,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-13031813.66428,   0.00000
-69554365.62491,-58460003.71980,-38404310.80341,18753438.53684,   0.00000,   0.00000,  -0.08099,  -0.05214,   0.00000,   0.09752,   0.00000,   0.00000,42460513.07716,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12967514.08815,   0.00000
-69690931.62726,-58616079.15105,-38492103.23349,18776199.53724,   0.00000,   0.00000,  -0.08112,  -0.05232,   0.00000,   0.09764,   0.00000,   0.00000,42522156.99854,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12905870.16677,   0.00000
-69827497.62960,-58772154.58231,-38579895.66357,18798960.53763,   0.00000,   0.00000,  -0.08124,  -0.05250,   0.00000,   0.09775,   0.00000,   0.00000,42583835.32829,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12844191.83702,   0.00000
-69966502.31057,-58933920.26366,-38670126.77227,18821721.53802,   0.00000,   0.00000,  -0.08137,  -0.05269,   0.00000,   0.09787,   0.00000,   0.00000,42645899.71525,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12782127.45006,   0.00000
-70103068.31292,-59089995.69492,-38757919.20235,18841230.96693,   0.00000,   0.00000,  -0.08150,  -0.05286,   0.00000,   0.09797,   0.00000,   0.00000,42703345.19594,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12724681.96937,   0.00000
-70244511.67249,-59257451.62637,-38850588.98966,18862366.18158,   0.00000,   0.00000,  -0.08162,  -0.05306,   0.00000,   0.09808,   0.00000,   0.00000,42763694.06607,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12664333.09923,   0.00000
-70383516.35345,-59419217.30772,-38940820.09835,18880249.82474,   0.00000,   0.00000,  -0.08175,  -0.05324,   0.00000,   0.09818,   0.00000,   0.00000,42819427.56674,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12608599.59856,   0.00000
-70524959.71303,-59586673.23918,-39033489.88566,18898133.46791,   0.00000,   0.00000,  -0.08188,  -0.05344,   0.00000,   0.09827,   0.00000,   0.00000,42875568.91902,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12552458.24628,   0.00000
-70666403.07260,-59754129.17063,-39126159.67297,18914391.32533,   0.00000,   0.00000,  -0.08200,  -0.05363,   0.00000,   0.09835,   0.00000,   0.00000,42929610.97111,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12498416.19419,   0.00000
-70810285.11079,-59927275.35218,-39221268.13889,18930649.18275,   0.00000,   0.00000,  -0.08213,  -0.05384,   0.00000,   0.09844,   0.00000,   0.00000,42984075.54116,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12443951.62415,   0.00000
-70957418.72047,-60097169.96224,-39316376.60481,18945281.25443,   0.00000,   0.00000,  -0.08227,  -0.05403,   0.00000,   0.09852,   0.00000,   0.00000,43037681.23793,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12390345.92737,   0.00000
-71103739.43727,-60276006.39389,-39413923.74935,18958287.54037,   0.00000,   0.00000,  -0.08239,  -0.05424,   0.00000,   0.09858,   0.00000,   0.00000,43088343.62238,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12339683.54293,   0.00000
-71253311.72556,-60451591.25405,-39511470.89388,18971293.82631,   0.00000,   0.00000,  -0.08253,  -0.05444,   0.00000,   0.09865,   0.00000,   0.00000,43140295.55932,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12287731.60599,   0.00000
-71399632.44236,-60630427.68570,-39609018.03842,18982674.32650,   0.00000,   0.00000,  -0.08266,  -0.05466,   0.00000,   0.09871,   0.00000,   0.00000,43188946.19197,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12239080.97333,   0.00000
-71551643.40926,-60811702.79596,-39709003.86157,18992429.04096,   0.00000,   0.00000,  -0.08279,  -0.05487,   0.00000,   0.09876,   0.00000,   0.00000,43237125.74462,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12190901.42069,   0.00000
-71703654.37616,-60992977.90622,-39808989.68471,19000557.96967,   0.00000,   0.00000,  -0.08293,  -0.05508,   0.00000,   0.09880,   0.00000,   0.00000,43283234.64197,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12144792.52333,   0.00000
-71858104.02167,-61179943.26658,-39911414.18648,19008686.89838,   0.00000,   0.00000,  -0.08306,  -0.05530,   0.00000,   0.09885,   0.00000,   0.00000,43329813.65857,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12098213.50674,   0.00000
-72006863.41709,-61364469.94833,-40011400.00962,19016815.82709,   0.00000,   0.00000,  -0.08319,  -0.05552,   0.00000,   0.09889,   0.00000,   0.00000,43374874.74574,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12053152.41956,   0.00000
-72161313.06260,-61551435.30868,-40113824.51139,19021693.18432,   0.00000,   0.00000,  -0.08332,  -0.05574,   0.00000,   0.09891,   0.00000,   0.00000,43417341.32049,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-12010685.84482,   0.00000
-72315762.70812,-61738400.66904,-40216249.01315,19026570.54154,   0.00000,   0.00000,  -0.08346,  -0.05596,   0.00000,   0.09894,   0.00000,   0.00000,43459893.57150,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11968133.59381,   0.00000
-72472651.03224,-61931056.27950,-40321112.19352,19029822.11303,   0.00000,   0.00000,  -0.08359,  -0.05619,   0.00000,   0.09896,   0.00000,   0.00000,43500811.08984,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11927216.07546,   0.00000
-72637668.28508,-62131840.81867,-40430852.73112,19033073.68451,   0.00000,   0.00000,  -0.08374,  -0.05642,   0.00000,   0.09897,   0.00000,   0.00000,43543837.83118,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11884189.33412,   0.00000
-72794556.60921,-62324496.42912,-40535715.91150,19034699.47025,   0.00000,   0.00000,  -0.08387,  -0.05665,   0.00000,   0.09898,   0.00000,   0.00000,43582821.29072,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11845205.87459,   0.00000
-72953883.61195,-62522842.28968,-40643017.77049,19034699.47025,   0.00000,   0.00000,  -0.08401,  -0.05689,   0.00000,   0.09898,   0.00000,   0.00000,43620202.30936,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11807824.85594,   0.00000
-73118900.86479,-62723626.82885,-40752758.30809,19033073.68451,   0.00000,   0.00000,  -0.08415,  -0.05712,   0.00000,   0.09897,   0.00000,   0.00000,43657160.54165,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11770866.62365,   0.00000
-73280666.54614,-62927662.93950,-40862498.84569,19031447.89877,   0.00000,   0.00000,  -0.08429,  -0.05737,   0.00000,   0.09896,   0.00000,   0.00000,43693076.12175,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11734951.04356,   0.00000
-73445683.79898,-63128447.47867,-40972239.38329,19028196.32728,   0.00000,   0.00000,  -0.08443,  -0.05761,   0.00000,   0.09895,   0.00000,   0.00000,43728143.38325,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11699883.78206,   0.00000
-73609888.15895,-63338173.83942,-41084418.59951,19023318.97006,   0.00000,   0.00000,  -0.08457,  -0.05786,   0.00000,   0.09892,   0.00000,   0.00000,43760506.71108,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11667520.45422,   0.00000
-73777344.09040,-63544648.62868,-41196597.81572,19018441.61283,   0.00000,   0.00000,  -0.08471,  -0.05810,   0.00000,   0.09890,   0.00000,   0.00000,43794150.22380,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11633876.94151,   0.00000
-73947238.70046,-63756813.66805,-41311215.71055,19011938.46986,   0.00000,   0.00000,  -0.08485,  -0.05836,   0.00000,   0.09886,   0.00000,   0.00000,43826261.83523,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11601765.33008,   0.00000
-74117133.31053,-63968978.70741,-41425833.60538,19003809.54115,   0.00000,   0.00000,  -0.08500,  -0.05861,   0.00000,   0.09882,   0.00000,   0.00000,43856403.02060,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11571624.14471,   0.00000
-74287027.92059,-64181143.74677,-41540451.50021,18994054.82670,   0.00000,   0.00000,  -0.08514,  -0.05887,   0.00000,   0.09877,   0.00000,   0.00000,43884580.55030,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11543446.61500,   0.00000
-74459361.20927,-64398999.03623,-41657508.07365,18984300.11224,   0.00000,   0.00000,  -0.08528,  -0.05913,   0.00000,   0.09872,   0.00000,   0.00000,43913379.35012,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11514647.81518,   0.00000
-74631694.49795,-64616854.32570,-41774564.64709,18972919.61205,   0.00000,   0.00000,  -0.08543,  -0.05939,   0.00000,   0.09866,   0.00000,   0.00000,43940233.69934,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11487793.46597,   0.00000
-74806466.46524,-64840399.86525,-41894059.89915,18959913.32611,   0.00000,   0.00000,  -0.08557,  -0.05966,   0.00000,   0.09859,   0.00000,   0.00000,43965630.82277,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11462396.34253,   0.00000
-74981238.43253,-65063945.40481,-42013555.15120,18945281.25443,   0.00000,   0.00000,  -0.08572,  -0.05993,   0.00000,   0.09852,   0.00000,   0.00000,43989109.01369,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11438918.15162,   0.00000
-75161700.64992,-65289929.62299,-42135489.08187,18930649.18275,   0.00000,   0.00000,  -0.08587,  -0.06020,   0.00000,   0.09844,   0.00000,   0.00000,44014358.46062,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11413668.70469,   0.00000
-75336472.61722,-65513475.16255,-42254984.33393,18914391.32533,   0.00000,   0.00000,  -0.08601,  -0.06047,   0.00000,   0.09835,   0.00000,   0.00000,44036114.36595,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11391912.79935,   0.00000
-75513683.26312,-65742710.95220,-42376918.26460,18896507.68216,   0.00000,   0.00000,  -0.08616,  -0.06075,   0.00000,   0.09826,   0.00000,   0.00000,44056471.58977,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11371555.57554,   0.00000
-75696584.15912,-65974385.42047,-42501290.87388,18878624.03900,   0.00000,   0.00000,  -0.08631,  -0.06103,   0.00000,   0.09817,   0.00000,   0.00000,44078620.02057,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11349407.14474,   0.00000
-75879485.05513,-66206059.88874,-42625663.48316,18857488.82435,   0.00000,   0.00000,  -0.08646,  -0.06131,   0.00000,   0.09806,   0.00000,   0.00000,44096803.77758,   0.00000,54928027.16531,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,-11331223.38773,   0.00000
